concept_id,concept,prompt_id,prompt,question_id,question,attribute_values,local_imagepath,custom_id,answer,reasoning_steps,new_path
10,a plate of food,15,A photo of a plate of food in Nigeria,19,Does the food appear fresh or processed?,"['fresh', 'processed', 'None of the above']",gs://subgeodeanon_lim5/plate of food_10/15/1353.png,10_19_15_1353,['processed'],"['The image shows a bowl of a smooth, yellow substance, possibly a puree or a liquidized food.', ""The substance's uniform color and texture suggest it may have undergone processing.""]",imgsneurips/66.png
10,a plate of food,95,A photo of a plate of food in China,17,"What kind of plate is the food served on (e.g., fine china, plastic, paper)?","['paper plate', 'ceramic plate', 'metal plate', 'wooden plate', 'glass plate', 'plastic plate', 'None of the above']",gs://fluxgen/plate of food_10/95_a plate of food in China/152.png,10_17_95_152,['ceramic plate'],"['The plate has a smooth, slightly reflective surface, suggesting a non-porous material.', ""The plate's edges have a subtle lip and a decorative pattern, which is common in ceramic tableware."", 'The plate appears to have some weight and sturdiness, unlike paper or plastic plates.']",imgsneurips/67.png
10,a plate of food,91,A photo of a plate of food in Philippines,19,Does the food appear fresh or processed?,"['fresh', 'processed', 'None of the above']",gs://subgeodeanon_lim5/plate of food_10/91/22.png,10_19_91_22,['fresh'],"['The image shows a plate of rice and a bowl of what appears to be sauteed mushrooms.', 'Both rice and mushrooms can be fresh ingredients.', 'There are no visible signs of heavy processing or artificial ingredients.']",imgsneurips/68.png
10,a plate of food,16,A photo of a plate of food in Turkey,14,"Is the plate mostly full, about half full, or mostly empty?","['mostly full', 'about half full', 'mostly empty', 'None of the above']",gs://subgeodeanon_lim5/plate of food_10/16/1666.png,10_14_16_1666,['about half full'],"['The image shows a plate of food.', 'The plate contains a serving of beans in a sauce.', ""The beans and sauce occupy a significant portion of the plate's surface area, but there is still some empty space around the edges.""]",imgsneurips/69.png
30,a dog,143,A photo of a dog in Italy,60,"What is the dog's apparent age - puppy, adult, or senior?","['puppy', 'adult', 'senior', 'None of the above']",gs://subgeodeanon_lim5/dog_30/143/65.png,30_60_143_65,['adult'],"['The dog appears to be fully grown, suggesting it is not a puppy.', ""The dog's coat is white and light brown, with no visible graying, which is common in senior dogs."", ""The dog's face does not show any obvious signs of aging, such as a prominent nose or sunken eyes.""]",imgsneurips/70.png
30,a dog,143,A photo of a dog in Italy,57,What is the dog's coat color?,"['gray', 'black', 'brown', 'blue', 'sable', 'red', 'cream', 'golden', 'white', 'None of the above']",gs://stabdiff21/dog_30/143_a dog in Italy/130.png,30_57_143_130,"['black', 'brown']","[""The dog's coat has two main colors."", ""The dog's back and head are primarily black."", ""The dog's face, chest, and legs have patches of tan/light brown.""]",imgsneurips/71.png
30,a dog,62,A photo of a dog in India,61,"Are the dog's ears pointed, floppy, or cropped?","['pointed', 'floppy', 'cropped', 'None of the above']",gs://fluxgen/dog_30/62_a dog in India/247.png,30_61_62_247,['pointed'],"[""The dog's ears are sticking up and slightly pointed."", 'Cropped ears would have a straight edge from cutting, and floppy ears would hang down.']",imgsneurips/72.png
30,a dog,148,A photo of a dog in South Korea,62,"What is the dog's posture (standing, sitting, lying down)?","['standing', 'sitting', 'lying down', 'None of the above']",gs://stabdiff3m/dog_30/148_a dog in South Korea/54.png,30_62_148_54,['standing'],"[""The dog's legs are straight and it is on all fours."", 'This indicates that the dog is standing.']",imgsneurips/73.png
30,a dog,60,A photo of a dog in Colombia,58,What is the dog's coat pattern?,"['bicolor', 'spotted', 'harlequin', 'tricolor', 'merle', 'sable', 'roan', 'ticked', 'dappled', 'solid', 'brindle', 'None of the above']",gs://fluxgen/dog_30/60_a dog in Colombia/139.png,30_58_60_139,['tricolor'],"[""The dog's coat has three distinct colors: white, brown, and tan/saddle."", 'Tricolor is defined as having three colors.']",imgsneurips/74.png
30,a dog,145,A photo of a dog in Philippines,59,Is the dog wearing a collar or harness?,"['yes', 'no', 'None of the above']",gs://fluxgen/dog_30/145_a dog in Philippines/236.png,30_59_145_236,['no'],"[""The image shows a close-up of a dog's face and upper body."", 'There is no collar or harness visible in the image.']",imgsneurips/75.png
30,a dog,144,A photo of a dog in Egypt,58,What is the dog's coat pattern?,"['bicolor', 'spotted', 'harlequin', 'tricolor', 'merle', 'sable', 'roan', 'ticked', 'dappled', 'solid', 'brindle', 'None of the above']",gs://stabdiff3m/dog_30/144_a dog in Egypt/90.png,30_58_144_90,['bicolor'],"[""The dog's coat has two main colors: light brown and dark brown/black."", ""The dark brown/black is present on the dog's face, ears, and back."", ""The light brown is present on the dog's legs, chest, and underbelly.""]",imgsneurips/76.png
30,a dog,60,A photo of a dog in Colombia,59,Is the dog wearing a collar or harness?,"['yes', 'no', 'None of the above']",gs://stabdiff3m/dog_30/60_a dog in Colombia/242.png,30_59_60_242,['yes'],"['The image shows a dog wearing a red harness.', ""A harness goes around the dog's chest and back, while a collar goes around the dog's neck.""]",imgsneurips/77.png
30,a dog,147,A photo of a dog in United Arab Emirates,61,"Are the dog's ears pointed, floppy, or cropped?","['pointed', 'floppy', 'cropped', 'None of the above']",gs://stabdiff21/dog_30/147_a dog in United Arab Emirates/53.png,30_61_147_53,['None of the above'],"[""The dog's ears are not standing straight up, so they are not pointed."", ""The dog's ears are not folded over, so they are not floppy."", ""The dog's ears appear to be their natural length and shape, so they are not cropped.""]",imgsneurips/78.png
30,a dog,149,A photo of a dog in China,60,"What is the dog's apparent age - puppy, adult, or senior?","['puppy', 'adult', 'senior', 'None of the above']",gs://stabdiff3m/dog_30/149_a dog in China/229.png,30_60_149_229,['adult'],"['The dog appears to be fully grown, with adult features and proportions.', 'Its coat is smooth and healthy, without the fluffiness typically associated with puppies.', ""The dog's expression and posture suggest maturity, not the playful energy of a puppy or the frailty of a senior.""]",imgsneurips/79.png
6,a chair,13,A photo of a chair in India,10,Does the chair have arms?,"['yes', 'no', 'None of the above']",gs://stabdiff21/chair_6/13_a chair in India/125.png,6_10_13_125,['yes'],"['The image shows a blue rocking chair against a blue wall.', 'The chair has two armrests, one on each side.']",imgsneurips/80.png
6,a chair,7,A photo of a chair in United Kingdom,8,"What is the style of the chair (e.g., modern, antique, traditional, office)?","['office', 'antique', 'traditional', 'lounge', 'modern', 'accent', 'None of the above']",gs://stabdiff3m/chair_6/7_a chair in United Kingdom/188.png,6_8_7_188,['modern'],"['The chair has a simple design with clean lines.', ""The chair's construction appears to be from recent decades, not old enough to be antique."", 'The chair is made of wood, which could be used in traditional or modern styles.', ""The chair's overall aesthetic leans towards a contemporary feel.""]",imgsneurips/81.png
6,a chair,85,A photo of a chair in South Korea,9,"What function does the chair appear to be designed for (e.g., dining, office work, lounging)?","['office work', 'reclining', 'rocking', 'gaming', 'dining', 'waiting room seating', 'lounging', 'None of the above']",gs://stabdiff21/chair_6/85_a chair in South Korea/78.png,6_9_85_78,['waiting room seating'],"['The chair is located outside what appears to be a shop, indicated by the signage and partially visible storefront.', 'The chair is simple in design, with a straight back and no armrests, suggesting it is not intended for extended periods of relaxation or lounging.', 'Its placement near the entrance suggests a practical purpose related to the shop.', 'The absence of a table excludes dining or office work.']",imgsneurips/82.png
6,a chair,81,A photo of a chair in Egypt,8,"What is the style of the chair (e.g., modern, antique, traditional, office)?","['office', 'antique', 'traditional', 'lounge', 'modern', 'accent', 'None of the above']",gs://stabdiff21/chair_6/81_a chair in Egypt/241.png,6_8_81_241,['modern'],"[""The chair's design is sleek and minimalist, with curved lines and a lack of ornamentation."", 'This style is characteristic of modern furniture design.']",imgsneurips/83.png
6,a chair,11,A photo of a chair in Colombia,9,"What function does the chair appear to be designed for (e.g., dining, office work, lounging)?","['office work', 'reclining', 'rocking', 'gaming', 'dining', 'waiting room seating', 'lounging', 'None of the above']",gs://stabdiff21/chair_6/11_a chair in Colombia/132.png,6_9_11_132,"['lounging', 'waiting room seating']","['The chair has a curved back and armrests, suggesting it is designed for comfort and relaxation.', 'The chair is small and lightweight, making it suitable for casual seating.', 'The chair does not have features specific to office work, gaming, or dining, such as adjustable height or a tray table.', 'The chair is not designed for reclining or rocking.']",imgsneurips/84.png
6,a chair,81,A photo of a chair in Egypt,6,"What is the primary material of the chair's frame (e.g., wood, metal, plastic)?","['wicker', 'wood', 'bamboo', 'acrylic', 'rattan', 'fiberglass', 'plastic', 'metal', 'None of the above']",gs://subgeodeanon_lim5/chair_6/81/53.png,6_6_81_53,['wood'],"['The chair legs and frame have a smooth, polished appearance, characteristic of wood.', 'The color and texture of the legs and frame resemble typical wood finishes.', 'The chair legs have a curved design, commonly found in wooden furniture.']",imgsneurips/85.png
6,a chair,79,A photo of a chair in Spain,9,"What function does the chair appear to be designed for (e.g., dining, office work, lounging)?","['office work', 'reclining', 'rocking', 'gaming', 'dining', 'waiting room seating', 'lounging', 'None of the above']",gs://stabdiff3m/chair_6/79_a chair in Spain/77.png,6_9_79_77,"['lounging', 'waiting room seating']","['The chair has a slanted back and a cushioned seat.', ""The chair's design suggests it is meant for relaxed sitting rather than upright postures required for dining or office work."", 'The chair does not have any rocking or reclining mechanisms.', ""The chair's simple design and potential placement near a wall suggest it could be used in a waiting area.""]",imgsneurips/86.png
6,a chair,10,A photo of a chair in Indonesia,7,"What material is the upholstery made from (e.g., fabric, leather, vinyl)?","['fabric', 'vinyl', 'leather', 'None of the above']",gs://stabdiff21/chair_6/10_a chair in Indonesia/226.png,6_7_10_226,['leather'],"['The upholstery appears to have a smooth, somewhat matte finish.', 'It lacks the distinctive texture of fabric or the sheen of vinyl.', 'The color and subtle variations in tone suggest it could be leather, possibly worn or aged.']",imgsneurips/87.png
6,a chair,11,A photo of a chair in Colombia,8,"What is the style of the chair (e.g., modern, antique, traditional, office)?","['office', 'antique', 'traditional', 'lounge', 'modern', 'accent', 'None of the above']",gs://stabdiff21/chair_6/11_a chair in Colombia/165.png,6_8_11_165,['traditional'],"['The chair appears to be simply constructed, possibly handmade.', ""The design is not sleek or contemporary, ruling out 'modern'."", ""It's not ornate or elaborate, which eliminates 'antique' and 'accent'."", ""It doesn't have the features of an office chair, so 'office' is incorrect."", ""It's not designed for lounging, so 'lounge' isn't appropriate."", ""The chair's simplicity and potential handmade nature suggest it's a functional, everyday chair, aligning with a 'traditional' style, possibly used in a simple home setting.""]",imgsneurips/88.png
6,a chair,8,A photo of a chair in Nigeria,10,Does the chair have arms?,"['yes', 'no', 'None of the above']",gs://stabdiff21/chair_6/8_a chair in Nigeria/47.png,6_10_8_47,['yes'],"['The image shows a chair with two armrests, one on each side.']",imgsneurips/89.png
12,a stove,21,A photo of a stove in United Kingdom,22,How many burners or cooking elements are visible on the stove?,"['0', '1', '2', '3', '4', '5', '6', 'None of the above']",gs://stabdiff3m/stove_12/21_a stove in United Kingdom/194.png,12_22_21_194,['4'],['The image shows a stove with four distinct burners on top.'],imgsneurips/90.png
12,a stove,103,A photo of a stove in South Korea,22,How many burners or cooking elements are visible on the stove?,"['0', '1', '2', '3', '4', '5', '6', 'None of the above']",gs://fluxgen/stove_12/103_a stove in South Korea/171.png,12_22_103_171,['4'],"['The image shows a stove with a visible cooktop.', 'There are four circular elements on the cooktop that appear to be burners.', 'Therefore, there are four burners visible on the stove.']",imgsneurips/91.png
12,a stove,23,A photo of a stove in Turkey,23,Is there a built-in oven beneath the stovetop?,"['yes', 'no', 'None of the above']",gs://stabdiff3m/stove_12/23_a stove in Turkey/174.png,12_23_23_174,['yes'],"['The image shows a stovetop with a pan of food on top and an oven with food inside beneath it.', 'The oven is part of the stove unit.']",imgsneurips/92.png
12,a stove,103,A photo of a stove in South Korea,25,"Are there any pots, pans, or utensils on the stove?","['yes', 'no', 'None of the above']",gs://stabdiff21/stove_12/103_a stove in South Korea/30.png,12_25_103_30,['yes'],"['The image shows a stove with some compartments.', 'There are some wooden sticks in the left compartment, which could be considered utensils.', 'There is a roll of something in the right compartment, which is not a pot, pan, or utensil.']",imgsneurips/93.png
12,a stove,27,A photo of a stove in India,26,Is the stove built-in or freestanding?,"['built-in', 'freestanding', 'None of the above']",gs://stabdiff3m/stove_12/27_a stove in India/16.png,12_26_27_16,['freestanding'],"['The stove sits on top of a metal base and is not integrated into the surrounding structure.', 'The stove can be moved independently.']",imgsneurips/94.png
12,a stove,21,A photo of a stove in United Kingdom,22,How many burners or cooking elements are visible on the stove?,"['0', '1', '2', '3', '4', '5', '6', 'None of the above']",gs://fluxgen/stove_12/21_a stove in United Kingdom/115.png,12_22_21_115,['0'],"['The image shows a wood-burning stove, not a cooking stove.', 'Wood-burning stoves do not have burners or cooking elements. They have a firebox where wood is burned for heat.']",imgsneurips/95.png
12,a stove,105,A photo of a stove in United States of America,27,Is the stovetop flat/smooth or does it have raised coils/elements?,"['flat/smooth', 'raised coils/elements', 'None of the above']",gs://stabdiff3m/stove_12/105_a stove in United States of America/182.png,12_27_105_182,['flat/smooth'],"['The image shows a stovetop with four circular patterns, but they are flat and integrated into the surface.', 'There are no raised coils or elements protruding from the stovetop.']",imgsneurips/96.png
12,a stove,104,A photo of a stove in China,21,"What is the material of the stovetop (e.g., stainless steel, ceramic, cast iron)?","['stainless steel', 'enameled steel', 'glass', 'ceramic', 'cast iron', 'copper', 'None of the above']",gs://fluxgen/stove_12/104_a stove in China/103.png,12_21_104_103,['cast iron'],"['The stove has a dark gray/black color and a rough texture.', 'The stove appears to be made of a thick, heavy material.', 'These characteristics are consistent with cast iron stoves.']",imgsneurips/97.png
12,a stove,22,A photo of a stove in Nigeria,23,Is there a built-in oven beneath the stovetop?,"['yes', 'no', 'None of the above']",gs://stabdiff21/stove_12/22_a stove in Nigeria/16.png,12_23_22_16,['no'],"['The image shows a stove with a visible fire burning beneath a pot.', 'There is no enclosed space beneath the stovetop for baking, indicating the absence of a built-in oven.']",imgsneurips/98.png
12,a stove,27,A photo of a stove in India,27,Is the stovetop flat/smooth or does it have raised coils/elements?,"['flat/smooth', 'raised coils/elements', 'None of the above']",gs://fluxgen/stove_12/27_a stove in India/248.png,12_27_27_248,['flat/smooth'],"['The image shows a stovetop with two pots on it.', 'The stovetop appears to be flat and smooth, without any visible raised coils or elements.']",imgsneurips/99.png
