concept_id,concept,prompt_id,prompt,question_id,question,attribute_values,local_imagepath,custom_id,answer,reasoning_steps,new_path
10,a plate of food,95,A photo of a plate of food in China,575,What type of floor or ground is visible?,"['tiled floor', 'wooden floor', 'carpeted floor', 'concrete floor', 'None of the above']",gs://fluxgen/plate of food_10/95_a plate of food in China/44.png,10_575_95_44,['wooden floor'],"['The image shows a dish served on a wooden table.', 'The table has a wood grain texture and color.', 'Therefore, the floor or ground visible in the image is a wooden floor.']",imgsneurips/62.png
10,a plate of food,89,A photo of a plate of food in Italy,89,What type of environment is visible?,"['residential', 'commercial / public', 'industrial', 'solid / empty background', 'None of the above']",gs://fluxgen/plate of food_10/89_a plate of food in Italy/92.png,10_89_89_92,"['residential', 'commercial / public']","['The image shows a table with a plate of food, cutlery, and a wooden surface.', 'These elements suggest a dining setting.', 'The overall ambiance and presentation of the food point towards a restaurant or home environment.']",imgsneurips/63.png
10,a plate of food,19,A photo of a plate of food in Japan,19,What type of environment is visible?,"['residential', 'commercial / public', 'industrial', 'solid / empty background', 'None of the above']",gs://stabdiff3m/plate of food_10/19_a plate of food in Japan/190.png,10_19_19_190,['commercial / public'],"['The image shows a bowl of food placed on a table.', 'The table appears to be a dark brown wooden or wood-like material.', 'A grey placemat is visible underneath the bowl.', 'The background is out of focus, but it appears to be a similar dark brown surface, possibly another table.', 'The overall setting suggests a restaurant or dining establishment.']",imgsneurips/64.png
10,a plate of food,16,A photo of a plate of food in Turkey,16,What type of environment is visible?,"['residential', 'commercial / public', 'industrial', 'solid / empty background', 'None of the above']",gs://stabdiff21/plate of food_10/16_a plate of food in Turkey/150.png,10_16_16_150,['commercial / public'],"['The image shows a table with various dishes and drinks.  There are multiple plates and serving dishes, suggesting a meal is being shared. The table appears to be made of a polished material, possibly in a restaurant or other public setting.', 'The presence of multiple, diverse dishes and what appears to be a shared meal setting points towards a commercial/public environment like a restaurant.']",imgsneurips/65.png
10,a plate of food,15,A photo of a plate of food in Nigeria,15,"Does the imagery suggest a rural, suburban, or urban setting?","['urban', 'suburban', 'rural', 'None of the above']",gs://subgeodeanon_lim5/plate of food_10/15/1353.png,10_15_15_1353,['None of the above'],"['The image shows a person holding a bowl of a yellow substance.', 'The background includes a tiled floor and a partially visible wall.', 'The presence of a tiled floor and a wall suggests a built environment.', 'The overall appearance of the setting is simple and somewhat unkempt, which could be indicative of a less developed area within a city or a suburban/rural environment.', ""However, without more context or details about the surrounding area, it's difficult to definitively categorize the setting as specifically urban, suburban, or rural.""]",imgsneurips/66.png
10,a plate of food,95,A photo of a plate of food in China,95,What type of environment is visible?,"['residential', 'commercial / public', 'industrial', 'solid / empty background', 'None of the above']",gs://fluxgen/plate of food_10/95_a plate of food in China/152.png,10_95_95_152,['residential'],"['The image shows a dish of food on a wooden table.  There are other dishes and a small bowl in the background. This suggests a dining setting.', 'The setting appears casual and intimate, likely a home environment.']",imgsneurips/67.png
10,a plate of food,91,A photo of a plate of food in Philippines,91,What type of environment is visible?,"['residential', 'commercial / public', 'industrial', 'solid / empty background', 'None of the above']",gs://subgeodeanon_lim5/plate of food_10/91/22.png,10_91_91_22,['residential'],"['The image shows a plate of rice and a bowl of food on a table.', 'The table appears to be in a home setting.']",imgsneurips/68.png
10,a plate of food,16,A photo of a plate of food in Turkey,336,How visually organized does the indoor space appear?,"['organized', 'cluttered', 'minimal', 'None of the above']",gs://subgeodeanon_lim5/plate of food_10/16/1666.png,10_336_16_1666,"['minimal', 'organized']","['The image shows a plate of food on a table.', 'The table is clean and uncluttered.', 'There are no other objects visible in the image.']",imgsneurips/69.png
30,a dog,143,A photo of a dog in Italy,463,How visually organized does the indoor space appear?,"['organized', 'cluttered', 'minimal', 'None of the above']",gs://subgeodeanon_lim5/dog_30/143/65.png,30_463_143_65,['None of the above'],"['The image shows a dog resting on a raised bed.', 'A vacuum cleaner is visible in the corner.', 'The wall has some paint drips.', ""There's a purple object (possibly a trash can or storage container) against the wall."", 'The floor is tiled and mostly clear.', ""Overall, the space doesn't appear particularly organized or cluttered, but it's not minimal either.""]",imgsneurips/70.png
30,a dog,143,A photo of a dog in Italy,623,What type of road or terrain is visible?,"['paved road', 'dirt / gravel road (man-made)', 'natural ground / grass (wild, non-constructed)', 'tiled / courtyard-style surface', 'None of the above']",gs://stabdiff21/dog_30/143_a dog in Italy/130.png,30_623_143_130,"['paved road', 'tiled / courtyard-style surface']","['The image shows a narrow street or alleyway.', 'The surface of the street appears to be made of paved stones or tiles, forming a relatively smooth and even surface.', 'The street is clearly man-made and designed for pedestrian or light vehicle traffic.']",imgsneurips/71.png
30,a dog,62,A photo of a dog in India,222,"What natural features, if any, are visible in the background of the image?","['trees / forest', 'mountains / hills', 'waterbody', 'open ground / fields', 'only manmade structures', 'None of the above']",gs://fluxgen/dog_30/62_a dog in India/247.png,30_222_62_247,"['trees / forest', 'open ground / fields']","['The background of the image is out of focus, but it appears to be a grassy area with some trees in the distance.', 'The image does not show any mountains, hills, or water bodies.', 'There are no clearly visible manmade structures in the background.']",imgsneurips/72.png
30,a dog,148,A photo of a dog in South Korea,628,What type of road or terrain is visible?,"['paved road', 'dirt / gravel road (man-made)', 'natural ground / grass (wild, non-constructed)', 'tiled / courtyard-style surface', 'None of the above']",gs://stabdiff3m/dog_30/148_a dog in South Korea/54.png,30_628_148_54,['paved road'],"['The image shows a dog in a public setting.', 'The ground appears to be flat, gray, and solid.', 'There are no visible markings or textures that suggest tiles or other distinct patterns.']",imgsneurips/73.png
30,a dog,60,A photo of a dog in Colombia,60,"Does the imagery suggest a rural, suburban, or urban setting?","['urban', 'suburban', 'rural', 'None of the above']",gs://fluxgen/dog_30/60_a dog in Colombia/139.png,30_60_60_139,['rural'],"['The image shows a dog sitting on a grassy area.', 'The background is blurred, but appears to be open and undeveloped.', 'There are no buildings or other signs of human development visible.']",imgsneurips/74.png
30,a dog,145,A photo of a dog in Philippines,625,What type of road or terrain is visible?,"['paved road', 'dirt / gravel road (man-made)', 'natural ground / grass (wild, non-constructed)', 'tiled / courtyard-style surface', 'None of the above']",gs://fluxgen/dog_30/145_a dog in Philippines/236.png,30_625_145_236,"['natural ground / grass (wild, non-constructed)']","[""The image is a close-up of a dog's face."", 'The background is out of focus, but appears to be green grass.']",imgsneurips/75.png
30,a dog,144,A photo of a dog in Egypt,464,"How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['crowded', 'moderately busy', 'quiet / empty', 'None of the above']",gs://stabdiff3m/dog_30/144_a dog in Egypt/90.png,30_464_144_90,['quiet / empty'],"['The image shows a dog sitting on sand in front of a structure that appears to be made of sand or sandstone.', 'There are no people or vehicles visible in the image.', 'The area appears deserted.']",imgsneurips/76.png
30,a dog,60,A photo of a dog in Colombia,60,"Does the imagery suggest a rural, suburban, or urban setting?","['urban', 'suburban', 'rural', 'None of the above']",gs://stabdiff3m/dog_30/60_a dog in Colombia/242.png,30_60_60_242,['suburban'],"['The image shows a dog on a paved road or path.', 'There is a low concrete wall visible in the background.', 'There are streetlights and what appears to be a signpost.', ""There is some greenery and trees, but they don't dominate the scene."", 'The overall impression is of a developed area, rather than a countryside setting.']",imgsneurips/77.png
30,a dog,147,A photo of a dog in United Arab Emirates,307,"What natural features, if any, are visible in the background of the image?","['trees / forest', 'mountains / hills', 'waterbody', 'open ground / fields', 'only manmade structures', 'None of the above']",gs://stabdiff21/dog_30/147_a dog in United Arab Emirates/53.png,30_307_147_53,['open ground / fields'],"['The background of the image appears to be a vast expanse of sand, possibly a desert or beach.', 'There are no discernible trees, mountains, hills, or bodies of water.', 'The terrain is characterized by ripples and patterns typical of wind-blown sand.']",imgsneurips/78.png
30,a dog,149,A photo of a dog in China,469,"How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['crowded', 'moderately busy', 'quiet / empty', 'None of the above']",gs://stabdiff3m/dog_30/149_a dog in China/229.png,30_469_149_229,['moderately busy'],"['The image shows a dog in the foreground.', 'In the background, there are a few people walking in the distance.', 'There are no vehicles or signs of significant activity.']",imgsneurips/79.png
6,a chair,13,A photo of a chair in India,493,What type of floor or ground is visible?,"['tiled floor', 'wooden floor', 'carpeted floor', 'concrete floor', 'None of the above']",gs://stabdiff21/chair_6/13_a chair in India/125.png,6_493_13_125,['concrete floor'],"['The image shows a floor that appears to be made of concrete or a similar material.', 'The floor has a rough, uneven texture and a light brown color.', 'There are no visible tiles, wood planks, or carpet on the floor.']",imgsneurips/80.png
6,a chair,7,A photo of a chair in United Kingdom,167,What main elements are visible in the background?,"['walls and windows', 'furniture', 'appliances', 'electronic equipment', 'empty / bare walls', 'None of the above']",gs://stabdiff3m/chair_6/7_a chair in United Kingdom/188.png,6_167_7_188,['walls and windows'],"['The image shows a chair in a room. The background includes a textured wall and a window that shows a body of water and some ships or boats.', 'There are no other visible elements in the background.']",imgsneurips/81.png
6,a chair,85,A photo of a chair in South Korea,405,"How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['crowded', 'moderately busy', 'quiet / empty', 'None of the above']",gs://stabdiff21/chair_6/85_a chair in South Korea/78.png,6_405_85_78,['quiet / empty'],"['The image shows a bench in front of a building.', 'There are no people or vehicles visible in the image.', 'The scene appears to be deserted.']",imgsneurips/82.png
6,a chair,81,A photo of a chair in Egypt,561,What type of road or terrain is visible?,"['paved road', 'dirt / gravel road (man-made)', 'natural ground / grass (wild, non-constructed)', 'tiled / courtyard-style surface', 'None of the above']",gs://stabdiff21/chair_6/81_a chair in Egypt/241.png,6_561_81_241,"['natural ground / grass (wild, non-constructed)']","['The image shows a sandy and rocky ground, which appears to be natural and undisturbed.', 'There are no signs of paving, tiles, or any man-made road construction.']",imgsneurips/83.png
6,a chair,11,A photo of a chair in Colombia,11,"Does the imagery suggest a rural, suburban, or urban setting?","['urban', 'suburban', 'rural', 'None of the above']",gs://stabdiff21/chair_6/11_a chair in Colombia/132.png,6_11_11_132,['urban'],"['The image shows a blue chair placed on a sidewalk in front of a weathered blue wall.', 'The wall and the sidewalk suggest a built environment.', 'The weathered condition of the wall and the simple chair suggest a less developed area within a city or town.']",imgsneurips/84.png
6,a chair,81,A photo of a chair in Egypt,241,What main elements are visible in the background?,"['walls and windows', 'furniture', 'appliances', 'electronic equipment', 'empty / bare walls', 'None of the above']",gs://subgeodeanon_lim5/chair_6/81/53.png,6_241_81_53,"['walls and windows', 'furniture']","['Step 1: Analyze the background of the image.', 'Step 2: Identify the visible elements.', 'Step 3: Match the visible elements with the provided categories.']",imgsneurips/85.png
6,a chair,79,A photo of a chair in Spain,239,"What natural features, if any, are visible in the background of the image?","['trees / forest', 'mountains / hills', 'waterbody', 'open ground / fields', 'only manmade structures', 'None of the above']",gs://stabdiff3m/chair_6/79_a chair in Spain/77.png,6_239_79_77,['only manmade structures'],"['The background of the image shows a wall, which is a manmade structure.', 'There are no natural features visible in the image.']",imgsneurips/86.png
6,a chair,10,A photo of a chair in Indonesia,330,"How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['crowded', 'moderately busy', 'quiet / empty', 'None of the above']",gs://stabdiff21/chair_6/10_a chair in Indonesia/226.png,6_330_10_226,['quiet / empty'],"['The image shows a chair in front of a building.', 'There are no people or vehicles visible in the image.', 'The building appears to be abandoned or in disrepair.']",imgsneurips/87.png
6,a chair,11,A photo of a chair in Colombia,331,"How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['crowded', 'moderately busy', 'quiet / empty', 'None of the above']",gs://stabdiff21/chair_6/11_a chair in Colombia/165.png,6_331_11_165,['quiet / empty'],"['The image shows a green chair placed against a wall.', 'There are no people or vehicles visible in the image.', 'The overall scene appears calm and still.']",imgsneurips/88.png
6,a chair,8,A photo of a chair in Nigeria,328,"How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['crowded', 'moderately busy', 'quiet / empty', 'None of the above']",gs://stabdiff21/chair_6/8_a chair in Nigeria/47.png,6_328_8_47,['quiet / empty'],"['The image shows a green chair in the foreground.', 'The background is a dirt area with a few buildings in the distance.', 'There are no people or vehicles visible.', 'The scene appears deserted.']",imgsneurips/89.png
12,a stove,21,A photo of a stove in United Kingdom,21,What type of environment is visible?,"['residential', 'commercial / public', 'industrial', 'solid / empty background', 'None of the above']",gs://stabdiff3m/stove_12/21_a stove in United Kingdom/194.png,12_21_21_194,['residential'],"['The image shows a kitchen with wooden cabinets and a stove. Kitchens are typically found in residential settings.', 'The overall style and layout of the kitchen suggest a residential environment.']",imgsneurips/90.png
12,a stove,103,A photo of a stove in South Korea,263,What main elements are visible in the background?,"['walls and windows', 'furniture', 'appliances', 'electronic equipment', 'empty / bare walls', 'None of the above']",gs://fluxgen/stove_12/103_a stove in South Korea/171.png,12_263_103_171,['walls and windows'],"['The image shows a wooden wall and a window.', 'There is also a door on the left side of the image.']",imgsneurips/91.png
12,a stove,23,A photo of a stove in Turkey,23,What type of environment is visible?,"['residential', 'commercial / public', 'industrial', 'solid / empty background', 'None of the above']",gs://stabdiff3m/stove_12/23_a stove in Turkey/174.png,12_23_23_174,['residential'],"['The image shows a kitchen with a stove and wooden cabinets. These elements are typically found in residential settings.', 'The overall appearance and style of the kitchen suggest a home environment rather than a commercial, industrial, or public space.']",imgsneurips/92.png
12,a stove,103,A photo of a stove in South Korea,423,How visually organized does the indoor space appear?,"['organized', 'cluttered', 'minimal', 'None of the above']",gs://stabdiff21/stove_12/103_a stove in South Korea/30.png,12_423_103_30,['cluttered'],"['The image shows a collection of appliances and tools.', 'The items appear to be randomly placed and not neatly arranged.', ""There's visible debris and dust, suggesting a lack of regular cleaning or maintenance.""]",imgsneurips/93.png
12,a stove,27,A photo of a stove in India,507,What type of floor or ground is visible?,"['tiled floor', 'wooden floor', 'carpeted floor', 'concrete floor', 'None of the above']",gs://stabdiff3m/stove_12/27_a stove in India/16.png,12_507_27_16,['concrete floor'],"['The image shows a floor that appears to be made of concrete or a similar material.', ""The floor's texture and color suggest it is not tiled, wooden, or carpeted.""]",imgsneurips/94.png
12,a stove,21,A photo of a stove in United Kingdom,501,What type of floor or ground is visible?,"['tiled floor', 'wooden floor', 'carpeted floor', 'concrete floor', 'None of the above']",gs://fluxgen/stove_12/21_a stove in United Kingdom/115.png,12_501_21_115,"['tiled floor', 'wooden floor']","['The image shows a wood-burning stove placed on a tiled hearth.', 'The hearth is placed on a wooden floor.']",imgsneurips/95.png
12,a stove,105,A photo of a stove in United States of America,585,What type of floor or ground is visible?,"['tiled floor', 'wooden floor', 'carpeted floor', 'concrete floor', 'None of the above']",gs://stabdiff3m/stove_12/105_a stove in United States of America/182.png,12_585_105_182,['wooden floor'],"['The image shows a kitchen with wooden cabinets and a wooden floor.', 'The floor has a wood grain pattern and color, which is typical of wooden floors.']",imgsneurips/96.png
12,a stove,104,A photo of a stove in China,584,What type of floor or ground is visible?,"['tiled floor', 'wooden floor', 'carpeted floor', 'concrete floor', 'None of the above']",gs://fluxgen/stove_12/104_a stove in China/103.png,12_584_104_103,['concrete floor'],"['The image shows a stone slab underneath the wood-burning stove.', 'The surrounding floor appears to be concrete.']",imgsneurips/97.png
12,a stove,22,A photo of a stove in Nigeria,342,"How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['crowded', 'moderately busy', 'quiet / empty', 'None of the above']",gs://stabdiff21/stove_12/22_a stove in Nigeria/16.png,12_342_22_16,['quiet / empty'],"['The image shows a cooking setup in a seemingly simple environment.', 'There are no people or vehicles visible.', 'The background suggests a basic setting, possibly outdoors or in a rudimentary shelter.', 'There are no signs of significant human activity besides the cooking setup itself.']",imgsneurips/98.png
12,a stove,27,A photo of a stove in India,507,What type of floor or ground is visible?,"['tiled floor', 'wooden floor', 'carpeted floor', 'concrete floor', 'None of the above']",gs://fluxgen/stove_12/27_a stove in India/248.png,12_507_27_248,['concrete floor'],"['The image shows a floor that appears to be a solid, continuous surface.', 'There are no visible tiles, wooden planks, or carpet fibers.', ""The floor's texture and color suggest it could be concrete, especially given the dusty and aged appearance of the room.""]",imgsneurips/99.png
