concept,country,org_path,img_path,dataset,ind_question,ind_attribute_values,out_question,out_attribute_values
backyard_24,South Korea,../image-gen/SD3m-gcs/backyard_24/130_a backyard in South Korea/53.png,../image-gen/seedimgs/74.png,SD3m-gcs,What type of environment is visible?,"['Residential', 'Commercial / Public', 'Solid / Empty Background']","What natural features, if any, are visible in the background of the image?","['trees / forest', 'mountains / hills', 'waterbody', 'open ground / fields']"
backyard_24,Spain,../image-gen/SD21-16/backyard_24/124_a backyard in Spain/70.png,../image-gen/seedimgs/75.png,SD21-16,What type of floor or ground is visible?,"['Tiled Floor', 'Wooden Floor', 'Carpeted Floor', 'Concrete Floor']",What type of road or terrain is visible?,"['Paved road', 'Dirt / gravel road (man-made)', 'Natural ground / grass (wild, non-constructed)', 'Tiled / courtyard-style surface']"
backyard_24,Italy,../image-gen/SD3m-gcs/backyard_24/125_a backyard in Italy/167.png,../image-gen/seedimgs/76.png,SD3m-gcs,How visually organized does the indoor space appear?,"['Organized', 'Cluttered', 'Minimal']","Does the imagery suggest a rural, or urban setting?","['Urban', 'Rural']"
backyard_24,Egypt,../image-gen/flux1dev-gcs/backyard_24/126_a backyard in Egypt/40.png,../image-gen/seedimgs/77.png,flux1dev-gcs,What main elements are visible in the background?,"['Walls and windows', 'Furniture', 'Appliances (e.g. fridge, microwave, washing machine)', 'Electronic equipment (e.g. TVs, computers, speakers)', 'Empty / Bare walls']","How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['Crowded', 'Moderately busy', 'Quiet / Empty']"
backyard_24,Philippines,../image-gen/SD35-gcs/backyard_24/127_a backyard in Philippines/54.png,../image-gen/seedimgs/78.png,SD35-gcs,What type of environment is visible?,"['Residential', 'Commercial / Public', 'Solid / Empty Background']","What natural features, if any, are visible in the background of the image?","['trees / forest', 'mountains / hills', 'waterbody', 'open ground / fields']"
backyard_24,Turkey,../image-gen/SD35-gcs/backyard_24/44_a backyard in Turkey/233.png,../image-gen/seedimgs/79.png,SD35-gcs,What type of floor or ground is visible?,"['Tiled Floor', 'Wooden Floor', 'Carpeted Floor', 'Concrete Floor']",What type of road or terrain is visible?,"['Paved road', 'Dirt / gravel road (man-made)', 'Natural ground / grass (wild, non-constructed)', 'Tiled / courtyard-style surface']"
car_27,United Kingdom,../image-gen/SD3m-gcs/car_27/49_a car in United Kingdom/161.png,../image-gen/seedimgs/80.png,SD3m-gcs,How visually organized does the indoor space appear?,"['Organized', 'Cluttered', 'Minimal']","Does the imagery suggest a rural, or urban setting?","['Urban', 'Rural']"
car_27,Nigeria,../regionised_subgeode_lim5/car_27/50/120.png,../image-gen/seedimgs/81.png,geode,What main elements are visible in the background?,"['Walls and windows', 'Furniture', 'Appliances (e.g. fridge, microwave, washing machine)', 'Electronic equipment (e.g. TVs, computers, speakers)', 'Empty / Bare walls']","How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['Crowded', 'Moderately busy', 'Quiet / Empty']"
car_27,Indonesia,../image-gen/SD21-16/car_27/52_a car in Indonesia/19.png,../image-gen/seedimgs/82.png,SD21-16,What type of environment is visible?,"['Residential', 'Commercial / Public', 'Solid / Empty Background']","What natural features, if any, are visible in the background of the image?","['trees / forest', 'mountains / hills', 'waterbody', 'open ground / fields']"
car_27,Colombia,../image-gen/SD3m-gcs/car_27/53_a car in Colombia/63.png,../image-gen/seedimgs/83.png,SD3m-gcs,What type of floor or ground is visible?,"['Tiled Floor', 'Wooden Floor', 'Carpeted Floor', 'Concrete Floor']",What type of road or terrain is visible?,"['Paved road', 'Dirt / gravel road (man-made)', 'Natural ground / grass (wild, non-constructed)', 'Tiled / courtyard-style surface']"
car_27,Japan,../image-gen/flux1dev-gcs/car_27/54_a car in Japan/126.png,../image-gen/seedimgs/84.png,flux1dev-gcs,How visually organized does the indoor space appear?,"['Organized', 'Cluttered', 'Minimal']","Does the imagery suggest a rural, or urban setting?","['Urban', 'Rural']"
car_27,India,../image-gen/flux1dev-gcs/car_27/55_a car in India/143.png,../image-gen/seedimgs/85.png,flux1dev-gcs,What main elements are visible in the background?,"['Walls and windows', 'Furniture', 'Appliances (e.g. fridge, microwave, washing machine)', 'Electronic equipment (e.g. TVs, computers, speakers)', 'Empty / Bare walls']","How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['Crowded', 'Moderately busy', 'Quiet / Empty']"
car_27,China,../image-gen/flux1dev-gcs/car_27/140_a car in China/38.png,../image-gen/seedimgs/86.png,flux1dev-gcs,What type of environment is visible?,"['Residential', 'Commercial / Public', 'Solid / Empty Background']","What natural features, if any, are visible in the background of the image?","['trees / forest', 'mountains / hills', 'waterbody', 'open ground / fields']"
car_27,United States of America,../image-gen/SD35-gcs/car_27/141_a car in United States of America/183.png,../image-gen/seedimgs/87.png,SD35-gcs,What type of floor or ground is visible?,"['Tiled Floor', 'Wooden Floor', 'Carpeted Floor', 'Concrete Floor']",What type of road or terrain is visible?,"['Paved road', 'Dirt / gravel road (man-made)', 'Natural ground / grass (wild, non-constructed)', 'Tiled / courtyard-style surface']"
car_27,Mexico,../image-gen/SD3m-gcs/car_27/137_a car in Mexico/108.png,../image-gen/seedimgs/88.png,SD3m-gcs,How visually organized does the indoor space appear?,"['Organized', 'Cluttered', 'Minimal']","Does the imagery suggest a rural, or urban setting?","['Urban', 'Rural']"
car_27,United Arab Emirates,../image-gen/SD35-gcs/car_27/138_a car in United Arab Emirates/98.png,../image-gen/seedimgs/89.png,SD35-gcs,What main elements are visible in the background?,"['Walls and windows', 'Furniture', 'Appliances (e.g. fridge, microwave, washing machine)', 'Electronic equipment (e.g. TVs, computers, speakers)', 'Empty / Bare walls']","How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['Crowded', 'Moderately busy', 'Quiet / Empty']"
car_27,South Korea,../image-gen/SD3m-gcs/car_27/139_a car in South Korea/27.png,../image-gen/seedimgs/90.png,SD3m-gcs,What type of environment is visible?,"['Residential', 'Commercial / Public', 'Solid / Empty Background']","What natural features, if any, are visible in the background of the image?","['trees / forest', 'mountains / hills', 'waterbody', 'open ground / fields']"
car_27,Spain,../image-gen/flux1dev-gcs/car_27/133_a car in Spain/87.png,../image-gen/seedimgs/91.png,flux1dev-gcs,What type of floor or ground is visible?,"['Tiled Floor', 'Wooden Floor', 'Carpeted Floor', 'Concrete Floor']",What type of road or terrain is visible?,"['Paved road', 'Dirt / gravel road (man-made)', 'Natural ground / grass (wild, non-constructed)', 'Tiled / courtyard-style surface']"
car_27,Italy,../image-gen/SD21-16/car_27/134_a car in Italy/201.png,../image-gen/seedimgs/92.png,SD21-16,How visually organized does the indoor space appear?,"['Organized', 'Cluttered', 'Minimal']","Does the imagery suggest a rural, or urban setting?","['Urban', 'Rural']"
car_27,Egypt,../image-gen/SD3m-gcs/car_27/135_a car in Egypt/132.png,../image-gen/seedimgs/93.png,SD3m-gcs,What main elements are visible in the background?,"['Walls and windows', 'Furniture', 'Appliances (e.g. fridge, microwave, washing machine)', 'Electronic equipment (e.g. TVs, computers, speakers)', 'Empty / Bare walls']","How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['Crowded', 'Moderately busy', 'Quiet / Empty']"
car_27,Philippines,../image-gen/SD21-16/car_27/136_a car in Philippines/137.png,../image-gen/seedimgs/94.png,SD21-16,What type of environment is visible?,"['Residential', 'Commercial / Public', 'Solid / Empty Background']","What natural features, if any, are visible in the background of the image?","['trees / forest', 'mountains / hills', 'waterbody', 'open ground / fields']"
car_27,Turkey,../regionised_subgeode_lim5/car_27/51/708.png,../image-gen/seedimgs/95.png,geode,What type of floor or ground is visible?,"['Tiled Floor', 'Wooden Floor', 'Carpeted Floor', 'Concrete Floor']",What type of road or terrain is visible?,"['Paved road', 'Dirt / gravel road (man-made)', 'Natural ground / grass (wild, non-constructed)', 'Tiled / courtyard-style surface']"
cooking pot_13,United Kingdom,../image-gen/SD35-gcs/cooking pot_13/28_a cooking pot in United Kingdom/32.png,../image-gen/seedimgs/96.png,SD35-gcs,How visually organized does the indoor space appear?,"['Organized', 'Cluttered', 'Minimal']","Does the imagery suggest a rural, or urban setting?","['Urban', 'Rural']"
cooking pot_13,Nigeria,../image-gen/SD35-gcs/cooking pot_13/29_a cooking pot in Nigeria/16.png,../image-gen/seedimgs/97.png,SD35-gcs,What main elements are visible in the background?,"['Walls and windows', 'Furniture', 'Appliances (e.g. fridge, microwave, washing machine)', 'Electronic equipment (e.g. TVs, computers, speakers)', 'Empty / Bare walls']","How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['Crowded', 'Moderately busy', 'Quiet / Empty']"
cooking pot_13,Indonesia,../image-gen/SD21-16/cooking pot_13/31_a cooking pot in Indonesia/68.png,../image-gen/seedimgs/98.png,SD21-16,What type of environment is visible?,"['Residential', 'Commercial / Public', 'Solid / Empty Background']","What natural features, if any, are visible in the background of the image?","['trees / forest', 'mountains / hills', 'waterbody', 'open ground / fields']"
cooking pot_13,Colombia,../image-gen/SD3m-gcs/cooking pot_13/32_a cooking pot in Colombia/68.png,../image-gen/seedimgs/99.png,SD3m-gcs,What type of floor or ground is visible?,"['Tiled Floor', 'Wooden Floor', 'Carpeted Floor', 'Concrete Floor']",What type of road or terrain is visible?,"['Paved road', 'Dirt / gravel road (man-made)', 'Natural ground / grass (wild, non-constructed)', 'Tiled / courtyard-style surface']"
cooking pot_13,Japan,../image-gen/SD21-16/cooking pot_13/33_a cooking pot in Japan/99.png,../image-gen/seedimgs/100.png,SD21-16,How visually organized does the indoor space appear?,"['Organized', 'Cluttered', 'Minimal']","Does the imagery suggest a rural, or urban setting?","['Urban', 'Rural']"
cooking pot_13,India,../image-gen/SD21-16/cooking pot_13/34_a cooking pot in India/171.png,../image-gen/seedimgs/101.png,SD21-16,What main elements are visible in the background?,"['Walls and windows', 'Furniture', 'Appliances (e.g. fridge, microwave, washing machine)', 'Electronic equipment (e.g. TVs, computers, speakers)', 'Empty / Bare walls']","How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['Crowded', 'Moderately busy', 'Quiet / Empty']"
cooking pot_13,China,../image-gen/SD3m-gcs/cooking pot_13/113_a cooking pot in China/78.png,../image-gen/seedimgs/102.png,SD3m-gcs,What type of environment is visible?,"['Residential', 'Commercial / Public', 'Solid / Empty Background']","What natural features, if any, are visible in the background of the image?","['trees / forest', 'mountains / hills', 'waterbody', 'open ground / fields']"
cooking pot_13,United States of America,../image-gen/SD35-gcs/cooking pot_13/114_a cooking pot in United States of America/79.png,../image-gen/seedimgs/103.png,SD35-gcs,What type of floor or ground is visible?,"['Tiled Floor', 'Wooden Floor', 'Carpeted Floor', 'Concrete Floor']",What type of road or terrain is visible?,"['Paved road', 'Dirt / gravel road (man-made)', 'Natural ground / grass (wild, non-constructed)', 'Tiled / courtyard-style surface']"
cooking pot_13,Mexico,../image-gen/SD35-gcs/cooking pot_13/110_a cooking pot in Mexico/56.png,../image-gen/seedimgs/104.png,SD35-gcs,How visually organized does the indoor space appear?,"['Organized', 'Cluttered', 'Minimal']","Does the imagery suggest a rural, or urban setting?","['Urban', 'Rural']"
cooking pot_13,United Arab Emirates,../image-gen/SD35-gcs/cooking pot_13/111_a cooking pot in United Arab Emirates/116.png,../image-gen/seedimgs/105.png,SD35-gcs,What main elements are visible in the background?,"['Walls and windows', 'Furniture', 'Appliances (e.g. fridge, microwave, washing machine)', 'Electronic equipment (e.g. TVs, computers, speakers)', 'Empty / Bare walls']","How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['Crowded', 'Moderately busy', 'Quiet / Empty']"
cooking pot_13,South Korea,../image-gen/SD35-gcs/cooking pot_13/112_a cooking pot in South Korea/84.png,../image-gen/seedimgs/106.png,SD35-gcs,What type of environment is visible?,"['Residential', 'Commercial / Public', 'Solid / Empty Background']","What natural features, if any, are visible in the background of the image?","['trees / forest', 'mountains / hills', 'waterbody', 'open ground / fields']"
cooking pot_13,Spain,../image-gen/SD3m-gcs/cooking pot_13/106_a cooking pot in Spain/148.png,../image-gen/seedimgs/107.png,SD3m-gcs,What type of floor or ground is visible?,"['Tiled Floor', 'Wooden Floor', 'Carpeted Floor', 'Concrete Floor']",What type of road or terrain is visible?,"['Paved road', 'Dirt / gravel road (man-made)', 'Natural ground / grass (wild, non-constructed)', 'Tiled / courtyard-style surface']"
cooking pot_13,Italy,../image-gen/SD21-16/cooking pot_13/107_a cooking pot in Italy/19.png,../image-gen/seedimgs/108.png,SD21-16,How visually organized does the indoor space appear?,"['Organized', 'Cluttered', 'Minimal']","Does the imagery suggest a rural, or urban setting?","['Urban', 'Rural']"
cooking pot_13,Egypt,../image-gen/SD21-16/cooking pot_13/108_a cooking pot in Egypt/72.png,../image-gen/seedimgs/109.png,SD21-16,What main elements are visible in the background?,"['Walls and windows', 'Furniture', 'Appliances (e.g. fridge, microwave, washing machine)', 'Electronic equipment (e.g. TVs, computers, speakers)', 'Empty / Bare walls']","How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['Crowded', 'Moderately busy', 'Quiet / Empty']"
cooking pot_13,Philippines,../regionised_subgeode_lim5/cooking pot_13/109/16.png,../image-gen/seedimgs/110.png,geode,What type of environment is visible?,"['Residential', 'Commercial / Public', 'Solid / Empty Background']","What natural features, if any, are visible in the background of the image?","['trees / forest', 'mountains / hills', 'waterbody', 'open ground / fields']"
cooking pot_13,Turkey,../regionised_subgeode_lim5/cooking pot_13/30/1330.png,../image-gen/seedimgs/111.png,geode,What type of floor or ground is visible?,"['Tiled Floor', 'Wooden Floor', 'Carpeted Floor', 'Concrete Floor']",What type of road or terrain is visible?,"['Paved road', 'Dirt / gravel road (man-made)', 'Natural ground / grass (wild, non-constructed)', 'Tiled / courtyard-style surface']"
plate of food_10,United Kingdom,../image-gen/flux1dev-gcs/plate of food_10/14_a plate of food in United Kingdom/73.png,../image-gen/seedimgs/112.png,flux1dev-gcs,How visually organized does the indoor space appear?,"['Organized', 'Cluttered', 'Minimal']","Does the imagery suggest a rural, or urban setting?","['Urban', 'Rural']"
plate of food_10,Nigeria,../image-gen/flux1dev-gcs/plate of food_10/15_a plate of food in Nigeria/196.png,../image-gen/seedimgs/113.png,flux1dev-gcs,What main elements are visible in the background?,"['Walls and windows', 'Furniture', 'Appliances (e.g. fridge, microwave, washing machine)', 'Electronic equipment (e.g. TVs, computers, speakers)', 'Empty / Bare walls']","How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['Crowded', 'Moderately busy', 'Quiet / Empty']"
plate of food_10,Indonesia,../image-gen/flux1dev-gcs/plate of food_10/17_a plate of food in Indonesia/113.png,../image-gen/seedimgs/114.png,flux1dev-gcs,What type of environment is visible?,"['Residential', 'Commercial / Public', 'Solid / Empty Background']","What natural features, if any, are visible in the background of the image?","['trees / forest', 'mountains / hills', 'waterbody', 'open ground / fields']"
plate of food_10,Colombia,../image-gen/SD21-16/plate of food_10/18_a plate of food in Colombia/49.png,../image-gen/seedimgs/115.png,SD21-16,What type of floor or ground is visible?,"['Tiled Floor', 'Wooden Floor', 'Carpeted Floor', 'Concrete Floor']",What type of road or terrain is visible?,"['Paved road', 'Dirt / gravel road (man-made)', 'Natural ground / grass (wild, non-constructed)', 'Tiled / courtyard-style surface']"
plate of food_10,Japan,../image-gen/SD21-16/plate of food_10/19_a plate of food in Japan/185.png,../image-gen/seedimgs/116.png,SD21-16,How visually organized does the indoor space appear?,"['Organized', 'Cluttered', 'Minimal']","Does the imagery suggest a rural, or urban setting?","['Urban', 'Rural']"
plate of food_10,India,../image-gen/SD35-gcs/plate of food_10/20_a plate of food in India/103.png,../image-gen/seedimgs/117.png,SD35-gcs,What main elements are visible in the background?,"['Walls and windows', 'Furniture', 'Appliances (e.g. fridge, microwave, washing machine)', 'Electronic equipment (e.g. TVs, computers, speakers)', 'Empty / Bare walls']","How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['Crowded', 'Moderately busy', 'Quiet / Empty']"
plate of food_10,China,../image-gen/SD35-gcs/plate of food_10/95_a plate of food in China/126.png,../image-gen/seedimgs/118.png,SD35-gcs,What type of environment is visible?,"['Residential', 'Commercial / Public', 'Solid / Empty Background']","What natural features, if any, are visible in the background of the image?","['trees / forest', 'mountains / hills', 'waterbody', 'open ground / fields']"
plate of food_10,United States of America,../image-gen/SD3m-gcs/plate of food_10/96_a plate of food in United States of America/62.png,../image-gen/seedimgs/119.png,SD3m-gcs,What type of floor or ground is visible?,"['Tiled Floor', 'Wooden Floor', 'Carpeted Floor', 'Concrete Floor']",What type of road or terrain is visible?,"['Paved road', 'Dirt / gravel road (man-made)', 'Natural ground / grass (wild, non-constructed)', 'Tiled / courtyard-style surface']"
plate of food_10,Mexico,../image-gen/flux1dev-gcs/plate of food_10/92_a plate of food in Mexico/199.png,../image-gen/seedimgs/120.png,flux1dev-gcs,How visually organized does the indoor space appear?,"['Organized', 'Cluttered', 'Minimal']","Does the imagery suggest a rural, or urban setting?","['Urban', 'Rural']"
plate of food_10,United Arab Emirates,../image-gen/SD35-gcs/plate of food_10/93_a plate of food in United Arab Emirates/78.png,../image-gen/seedimgs/121.png,SD35-gcs,What main elements are visible in the background?,"['Walls and windows', 'Furniture', 'Appliances (e.g. fridge, microwave, washing machine)', 'Electronic equipment (e.g. TVs, computers, speakers)', 'Empty / Bare walls']","How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['Crowded', 'Moderately busy', 'Quiet / Empty']"
plate of food_10,South Korea,../image-gen/SD35-gcs/plate of food_10/94_a plate of food in South Korea/0.png,../image-gen/seedimgs/122.png,SD35-gcs,What type of environment is visible?,"['Residential', 'Commercial / Public', 'Solid / Empty Background']","What natural features, if any, are visible in the background of the image?","['trees / forest', 'mountains / hills', 'waterbody', 'open ground / fields']"
plate of food_10,Spain,../image-gen/SD35-gcs/plate of food_10/88_a plate of food in Spain/47.png,../image-gen/seedimgs/123.png,SD35-gcs,What type of floor or ground is visible?,"['Tiled Floor', 'Wooden Floor', 'Carpeted Floor', 'Concrete Floor']",What type of road or terrain is visible?,"['Paved road', 'Dirt / gravel road (man-made)', 'Natural ground / grass (wild, non-constructed)', 'Tiled / courtyard-style surface']"
plate of food_10,Italy,../regionised_subgeode_lim5/plate of food_10/89/67.png,../image-gen/seedimgs/124.png,geode,How visually organized does the indoor space appear?,"['Organized', 'Cluttered', 'Minimal']","Does the imagery suggest a rural, or urban setting?","['Urban', 'Rural']"
plate of food_10,Egypt,../image-gen/SD3m-gcs/plate of food_10/90_a plate of food in Egypt/79.png,../image-gen/seedimgs/125.png,SD3m-gcs,What main elements are visible in the background?,"['Walls and windows', 'Furniture', 'Appliances (e.g. fridge, microwave, washing machine)', 'Electronic equipment (e.g. TVs, computers, speakers)', 'Empty / Bare walls']","How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['Crowded', 'Moderately busy', 'Quiet / Empty']"
plate of food_10,Philippines,../image-gen/flux1dev-gcs/plate of food_10/91_a plate of food in Philippines/224.png,../image-gen/seedimgs/126.png,flux1dev-gcs,What type of environment is visible?,"['Residential', 'Commercial / Public', 'Solid / Empty Background']","What natural features, if any, are visible in the background of the image?","['trees / forest', 'mountains / hills', 'waterbody', 'open ground / fields']"
plate of food_10,Turkey,../image-gen/flux1dev-gcs/plate of food_10/16_a plate of food in Turkey/143.png,../image-gen/seedimgs/127.png,flux1dev-gcs,What type of floor or ground is visible?,"['Tiled Floor', 'Wooden Floor', 'Carpeted Floor', 'Concrete Floor']",What type of road or terrain is visible?,"['Paved road', 'Dirt / gravel road (man-made)', 'Natural ground / grass (wild, non-constructed)', 'Tiled / courtyard-style surface']"
dog_30,United Kingdom,../image-gen/SD3m-gcs/dog_30/56_a dog in United Kingdom/18.png,../image-gen/seedimgs/128.png,SD3m-gcs,How visually organized does the indoor space appear?,"['Organized', 'Cluttered', 'Minimal']","Does the imagery suggest a rural, or urban setting?","['Urban', 'Rural']"
dog_30,Nigeria,../image-gen/SD3m-gcs/dog_30/57_a dog in Nigeria/54.png,../image-gen/seedimgs/129.png,SD3m-gcs,What main elements are visible in the background?,"['Walls and windows', 'Furniture', 'Appliances (e.g. fridge, microwave, washing machine)', 'Electronic equipment (e.g. TVs, computers, speakers)', 'Empty / Bare walls']","How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['Crowded', 'Moderately busy', 'Quiet / Empty']"
dog_30,Indonesia,../image-gen/flux1dev-gcs/dog_30/59_a dog in Indonesia/15.png,../image-gen/seedimgs/130.png,flux1dev-gcs,What type of environment is visible?,"['Residential', 'Commercial / Public', 'Solid / Empty Background']","What natural features, if any, are visible in the background of the image?","['trees / forest', 'mountains / hills', 'waterbody', 'open ground / fields']"
dog_30,Colombia,../image-gen/SD3m-gcs/dog_30/60_a dog in Colombia/210.png,../image-gen/seedimgs/131.png,SD3m-gcs,What type of floor or ground is visible?,"['Tiled Floor', 'Wooden Floor', 'Carpeted Floor', 'Concrete Floor']",What type of road or terrain is visible?,"['Paved road', 'Dirt / gravel road (man-made)', 'Natural ground / grass (wild, non-constructed)', 'Tiled / courtyard-style surface']"
dog_30,Japan,../image-gen/SD35-gcs/dog_30/61_a dog in Japan/101.png,../image-gen/seedimgs/132.png,SD35-gcs,How visually organized does the indoor space appear?,"['Organized', 'Cluttered', 'Minimal']","Does the imagery suggest a rural, or urban setting?","['Urban', 'Rural']"
dog_30,India,../image-gen/flux1dev-gcs/dog_30/62_a dog in India/221.png,../image-gen/seedimgs/133.png,flux1dev-gcs,What main elements are visible in the background?,"['Walls and windows', 'Furniture', 'Appliances (e.g. fridge, microwave, washing machine)', 'Electronic equipment (e.g. TVs, computers, speakers)', 'Empty / Bare walls']","How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['Crowded', 'Moderately busy', 'Quiet / Empty']"
dog_30,China,../image-gen/SD35-gcs/dog_30/149_a dog in China/64.png,../image-gen/seedimgs/134.png,SD35-gcs,What type of environment is visible?,"['Residential', 'Commercial / Public', 'Solid / Empty Background']","What natural features, if any, are visible in the background of the image?","['trees / forest', 'mountains / hills', 'waterbody', 'open ground / fields']"
dog_30,United States of America,../image-gen/flux1dev-gcs/dog_30/150_a dog in United States of America/31.png,../image-gen/seedimgs/135.png,flux1dev-gcs,What type of floor or ground is visible?,"['Tiled Floor', 'Wooden Floor', 'Carpeted Floor', 'Concrete Floor']",What type of road or terrain is visible?,"['Paved road', 'Dirt / gravel road (man-made)', 'Natural ground / grass (wild, non-constructed)', 'Tiled / courtyard-style surface']"
dog_30,Mexico,../image-gen/SD3m-gcs/dog_30/146_a dog in Mexico/218.png,../image-gen/seedimgs/136.png,SD3m-gcs,How visually organized does the indoor space appear?,"['Organized', 'Cluttered', 'Minimal']","Does the imagery suggest a rural, or urban setting?","['Urban', 'Rural']"
dog_30,United Arab Emirates,../image-gen/SD35-gcs/dog_30/147_a dog in United Arab Emirates/89.png,../image-gen/seedimgs/137.png,SD35-gcs,What main elements are visible in the background?,"['Walls and windows', 'Furniture', 'Appliances (e.g. fridge, microwave, washing machine)', 'Electronic equipment (e.g. TVs, computers, speakers)', 'Empty / Bare walls']","How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['Crowded', 'Moderately busy', 'Quiet / Empty']"
dog_30,South Korea,../image-gen/SD3m-gcs/dog_30/148_a dog in South Korea/28.png,../image-gen/seedimgs/138.png,SD3m-gcs,What type of environment is visible?,"['Residential', 'Commercial / Public', 'Solid / Empty Background']","What natural features, if any, are visible in the background of the image?","['trees / forest', 'mountains / hills', 'waterbody', 'open ground / fields']"
dog_30,Spain,../image-gen/SD21-16/dog_30/142_a dog in Spain/215.png,../image-gen/seedimgs/139.png,SD21-16,What type of floor or ground is visible?,"['Tiled Floor', 'Wooden Floor', 'Carpeted Floor', 'Concrete Floor']",What type of road or terrain is visible?,"['Paved road', 'Dirt / gravel road (man-made)', 'Natural ground / grass (wild, non-constructed)', 'Tiled / courtyard-style surface']"
dog_30,Italy,../regionised_subgeode_lim5/dog_30/143/35.png,../image-gen/seedimgs/140.png,geode,How visually organized does the indoor space appear?,"['Organized', 'Cluttered', 'Minimal']","Does the imagery suggest a rural, or urban setting?","['Urban', 'Rural']"
dog_30,Egypt,../image-gen/flux1dev-gcs/dog_30/144_a dog in Egypt/176.png,../image-gen/seedimgs/141.png,flux1dev-gcs,What main elements are visible in the background?,"['Walls and windows', 'Furniture', 'Appliances (e.g. fridge, microwave, washing machine)', 'Electronic equipment (e.g. TVs, computers, speakers)', 'Empty / Bare walls']","How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['Crowded', 'Moderately busy', 'Quiet / Empty']"
dog_30,Philippines,../image-gen/SD3m-gcs/dog_30/145_a dog in Philippines/5.png,../image-gen/seedimgs/142.png,SD3m-gcs,What type of environment is visible?,"['Residential', 'Commercial / Public', 'Solid / Empty Background']","What natural features, if any, are visible in the background of the image?","['trees / forest', 'mountains / hills', 'waterbody', 'open ground / fields']"
dog_30,Turkey,../regionised_subgeode_lim5/dog_30/58/1216.png,../image-gen/seedimgs/143.png,geode,What type of floor or ground is visible?,"['Tiled Floor', 'Wooden Floor', 'Carpeted Floor', 'Concrete Floor']",What type of road or terrain is visible?,"['Paved road', 'Dirt / gravel road (man-made)', 'Natural ground / grass (wild, non-constructed)', 'Tiled / courtyard-style surface']"
chair_6,United Kingdom,../image-gen/SD21-16/chair_6/7_a chair in United Kingdom/9.png,../image-gen/seedimgs/144.png,SD21-16,How visually organized does the indoor space appear?,"['Organized', 'Cluttered', 'Minimal']","Does the imagery suggest a rural, or urban setting?","['Urban', 'Rural']"
chair_6,Nigeria,../image-gen/SD21-16/chair_6/8_a chair in Nigeria/49.png,../image-gen/seedimgs/145.png,SD21-16,What main elements are visible in the background?,"['Walls and windows', 'Furniture', 'Appliances (e.g. fridge, microwave, washing machine)', 'Electronic equipment (e.g. TVs, computers, speakers)', 'Empty / Bare walls']","How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['Crowded', 'Moderately busy', 'Quiet / Empty']"
chair_6,Indonesia,../image-gen/SD3m-gcs/chair_6/10_a chair in Indonesia/89.png,../image-gen/seedimgs/146.png,SD3m-gcs,What type of environment is visible?,"['Residential', 'Commercial / Public', 'Solid / Empty Background']","What natural features, if any, are visible in the background of the image?","['trees / forest', 'mountains / hills', 'waterbody', 'open ground / fields']"
chair_6,Colombia,../image-gen/SD21-16/chair_6/11_a chair in Colombia/93.png,../image-gen/seedimgs/147.png,SD21-16,What type of floor or ground is visible?,"['Tiled Floor', 'Wooden Floor', 'Carpeted Floor', 'Concrete Floor']",What type of road or terrain is visible?,"['Paved road', 'Dirt / gravel road (man-made)', 'Natural ground / grass (wild, non-constructed)', 'Tiled / courtyard-style surface']"
