concept_id,concept,prompt_id,prompt,question_id,question,attribute_values,local_imagepath,custom_id,answer,reasoning_steps,local_path,new_path
13,a cooking pot,32,A photo of a cooking pot in Colombia,29,"What is the shape of the cooking pot (e.g., round, oval, rectangular)?","['square', 'oval', 'round', 'rectangular', 'None of the above']",gs://stabdiff3m/cooking pot_13/32_a cooking pot in Colombia/201.png,13_29_32_201,['round'],"['The cooking pot has a circular opening and a circular base.', 'The sides of the pot curve outwards, maintaining a consistent circular shape.']",../image-gen/SD3m-gcs/cooking pot_13/32_a cooking pot in Colombia/201.png,imgs/56.png
13,a cooking pot,110,A photo of a cooking pot in Mexico,34,Are there any contents inside the cooking pot?,"['yes', 'no', 'None of the above']",gs://fluxgen/cooking pot_13/110_a cooking pot in Mexico/248.png,13_34_110_248,['yes'],"['The image shows a black cooking pot.', 'The pot appears to have a light-colored liquid inside.', 'There is steam coming out of the pot, indicating that the contents are hot.']",../image-gen/flux1dev-gcs/cooking pot_13/110_a cooking pot in Mexico/248.png,imgs/57.png
13,a cooking pot,31,A photo of a cooking pot in Indonesia,34,Are there any contents inside the cooking pot?,"['yes', 'no', 'None of the above']",gs://stabdiff3m/cooking pot_13/31_a cooking pot in Indonesia/160.png,13_34_31_160,['yes'],"['The image shows a large, black cooking pot with a lid.  Steam is visibly emanating from under the lid.', 'Steam indicates that there is hot food or liquid inside the pot being cooked or kept warm.']",../image-gen/SD3m-gcs/cooking pot_13/31_a cooking pot in Indonesia/160.png,imgs/58.png
13,a cooking pot,110,A photo of a cooking pot in Mexico,28,"What material is the cooking pot made of (e.g., metal, ceramic, clay)?","['Metal (stainless steel, cast iron, copper, aluminum)', 'Ceramic', 'Clay', 'Glass', 'None of these']",gs://fluxgen/cooking pot_13/110_a cooking pot in Mexico/129.png,13_28_110_129,"['clay', 'ceramic']","['The pot appears to have a matte finish and a slightly irregular shape.', ""The color and texture suggest it's not metal, glass, or stainless steel."", ""It's placed directly on a wooden surface, indicating it can withstand heat, making clay or ceramic likely."", 'The overall appearance is consistent with traditional pottery.', ""The pot's dark color and rustic appearance suggest it might be made of clay.""]",../image-gen/flux1dev-gcs/cooking pot_13/110_a cooking pot in Mexico/129.png,imgs/59.png
10,a plate of food,93,A photo of a plate of food in United Arab Emirates,16,Does the food appear to be homemade or from a restaurant/prepared meal?,"['homemade', 'restaurant/prepared meal', 'None of the above']",gs://fluxgen/plate of food_10/93_a plate of food in United Arab Emirates/239.png,10_16_93_239,['homemade'],"['The image shows a casual dining setting, likely at home.', 'The food is plated simply on regular plates.', ""There's a bowl of what appears to be homemade mashed potatoes or something similar."", 'The overall presentation suggests a home-cooked meal rather than a restaurant or prepared meal.']",../image-gen/flux1dev-gcs/plate of food_10/93_a plate of food in United Arab Emirates/239.png,imgs/60.png
10,a plate of food,93,A photo of a plate of food in United Arab Emirates,14,"Is the plate mostly full, about half full, or mostly empty?","['mostly full', 'about half full', 'mostly empty', 'None of the above']",gs://stabdiff21/plate of food_10/93_a plate of food in United Arab Emirates/237.png,10_14_93_237,['mostly full'],"['The plate is divided into five sections.', 'Four of the five sections contain food items.', 'One section appears empty.']",../image-gen/SD-2.1-gcs/plate of food_10/93_a plate of food in United Arab Emirates/237.png,imgs/61.png
10,a plate of food,14,A photo of a plate of food in United Kingdom,14,"Is the plate mostly full, about half full, or mostly empty?","['mostly full', 'about half full', 'mostly empty', 'None of the above']",gs://stabdiff21/plate of food_10/14_a plate of food in United Kingdom/82.png,10_14_14_82,['mostly full'],"['The image shows a plate with various food items arranged on it.', 'There are breadsticks, two dipping sauces, some vegetables, and what appears to be fried meat.', ""The food items occupy a significant portion of the plate's surface area.""]",../image-gen/SD-2.1-gcs/plate of food_10/14_a plate of food in United Kingdom/82.png,imgs/62.png
10,a plate of food,19,A photo of a plate of food in Japan,13,"What type of food is on the plate (e.g., fruit, vegetables, meat, grains, processed food)?","['fruit', 'vegetables', 'meat', 'grains', 'processed food', 'dairy', 'baked goods', 'confectionery', 'seafood', 'nuts', 'eggs', 'None of the above']",gs://stabdiff3m/plate of food_10/19_a plate of food in Japan/105.png,10_13_19_105,"['meat', 'vegetables', 'eggs', 'processed food']","['The plate contains a variety of food items.', 'There are slices of cooked meat (likely pork or beef).', 'There are also vegetables like green onions and possibly pickled daikon radish.', 'A poached egg is visible.', ""There's a fried food item that could be tofu or some other processed food."", ""Other elements might be processed or include grains, but it's difficult to categorize them definitively from the image.""]",../image-gen/SD3m-gcs/plate of food_10/19_a plate of food in Japan/105.png,imgs/63.png
10,a plate of food,14,A photo of a plate of food in United Kingdom,13,"What type of food is on the plate (e.g., fruit, vegetables, meat, grains, processed food)?","['fruit', 'vegetables', 'meat', 'grains', 'processed food', 'dairy', 'baked goods', 'confectionery', 'seafood', 'nuts', 'eggs', 'None of the above']",gs://stabdiff3m/plate of food_10/14_a plate of food in United Kingdom/214.png,10_13_14_214,"['meat', 'vegetables', 'processed food', 'eggs', 'dairy']","[""The plate contains grilled chicken or turkey, which belongs to the 'meat' category."", ""There are various cooked vegetables like broccoli, spinach, and squash, which fall into the 'vegetables' category."", ""A portion of the food seems to be some kind of gratin or casserole, possibly containing potatoes or other starchy ingredients, which could be classified as 'processed food' depending on the specific ingredients."", ""There is also a stew-like dish, which could also be considered 'processed food' depending on its ingredients."", ""It's difficult to definitively categorize the yellow dish, but it resembles scrambled eggs or a cheesy dish, potentially placing it in 'eggs' or 'dairy' if cheese is involved.""]",../image-gen/SD3m-gcs/plate of food_10/14_a plate of food in United Kingdom/214.png,imgs/64.png
10,a plate of food,16,A photo of a plate of food in Turkey,17,"What kind of plate is the food served on (e.g., fine china, plastic, paper)?","['Disposable (paper plate, plastic plate)', 'Ceramic Plate', 'Metal Plate', 'Wooden Plate', 'Glass Plate', 'None of these']",gs://stabdiff3m/plate of food_10/16_a plate of food in Turkey/2.png,10_17_16_2,['ceramic plate'],"['The plate has a smooth, white surface, typical of ceramic plates.', 'It reflects light in a way that suggests a hard, non-porous material, unlike paper or plastic.', 'The edges of the plate are smooth and slightly curved, which is common for ceramic plates.']",../image-gen/SD3m-gcs/plate of food_10/16_a plate of food in Turkey/2.png,imgs/65.png
10,a plate of food,19,A photo of a plate of food in Japan,18,"What kind of utensils are visible (e.g., plastic forks, metal silverware)?","['chopsticks', 'forks', 'knives', 'spoons', 'None of the above']",gs://stabdiff21/plate of food_10/19_a plate of food in Japan/185.png,10_18_19_185,['chopsticks'],"['The image shows two pairs of chopsticks placed on the table beside some plates.', 'Chopsticks are a type of utensil used for eating, typically in East Asian cuisine.']",../image-gen/SD-2.1-gcs/plate of food_10/19_a plate of food in Japan/185.png,imgs/66.png
10,a plate of food,96,A photo of a plate of food in United States of America,18,"What kind of utensils are visible (e.g., plastic forks, metal silverware)?","['chopsticks', 'forks', 'knives', 'spoons', 'None of the above']",gs://stabdiff3m/plate of food_10/96_a plate of food in United States of America/209.png,10_18_96_209,['forks'],"['The image shows a fork on the plate.', 'The fork appears to be made of metal.']",../image-gen/SD3m-gcs/plate of food_10/96_a plate of food in United States of America/209.png,imgs/67.png
10,a plate of food,95,A photo of a plate of food in China,16,Does the food appear to be homemade or from a restaurant/prepared meal?,"['homemade', 'restaurant/prepared meal', 'None of the above']",gs://stabdiff21/plate of food_10/95_a plate of food in China/126.png,10_16_95_126,['restaurant/prepared meal'],"['The food items are presented on various plates, some of which have decorative patterns.', 'The arrangement and presentation suggest a level of care and attention to detail.', 'The variety of dishes and their complexity point towards a restaurant setting rather than a typical home-cooked meal.']",../image-gen/SD-2.1-gcs/plate of food_10/95_a plate of food in China/126.png,imgs/68.png
10,a plate of food,96,A photo of a plate of food in United States of America,16,Does the food appear to be homemade or from a restaurant/prepared meal?,"['homemade', 'restaurant/prepared meal', 'None of the above']",gs://stabdiff3m/plate of food_10/96_a plate of food in United States of America/102.png,10_16_96_102,['homemade'],"['The food is plated on a regular plate, suggesting a home environment.', 'The table and surroundings look like a home dining setting.', ""There's no distinct restaurant-style presentation or garnish.""]",../image-gen/SD3m-gcs/plate of food_10/96_a plate of food in United States of America/102.png,imgs/69.png
30,a dog,145,A photo of a dog in Philippines,57,What is the dog's coat color?,"['gray', 'black', 'brown', 'blue', 'sable', 'red', 'cream', 'golden', 'white', 'None of the above']",gs://stabdiff21/dog_30/145_a dog in Philippines/89.png,30_57_145_89,['black'],"[""The dog's coat appears dark in the image."", ""Upon closer inspection, the dog's coat is primarily a very dark brown, almost black.""]",../image-gen/SD-2.1-gcs/dog_30/145_a dog in Philippines/89.png,imgs/70.png
30,a dog,150,A photo of a dog in United States of America,59,Is the dog wearing a collar or harness?,"['yes', 'no', 'None of the above']",gs://stabdiff3m/dog_30/150_a dog in United States of America/240.png,30_59_150_240,['yes'],['The dog has a black collar around its neck.'],../image-gen/SD3m-gcs/dog_30/150_a dog in United States of America/240.png,imgs/71.png
30,a dog,58,A photo of a dog in Turkey,58,What is the dog's coat pattern?,"['bicolor', 'spotted', 'harlequin', 'tricolor', 'merle', 'sable', 'roan', 'ticked', 'dappled', 'solid', 'brindle', 'None of the above']",gs://fluxgen/dog_30/58_a dog in Turkey/177.png,30_58_58_177,['bicolor'],"[""The dog's coat has two main colors: light brown/gold and white."", ""The white is primarily on the dog's chest, muzzle, and forehead."", ""The rest of the dog's coat is a light brown/gold color.""]",../image-gen/flux1dev-gcs/dog_30/58_a dog in Turkey/177.png,imgs/72.png
30,a dog,61,A photo of a dog in Japan,57,What is the dog's coat color?,"['gray', 'black', 'brown', 'blue', 'sable', 'red', 'cream', 'golden', 'white', 'None of the above']",gs://stabdiff21/dog_30/61_a dog in Japan/165.png,30_57_61_165,"['cream', 'white']","[""The dog's coat has patches of light brown and white."", 'Cream is a light yellowish-brown color.', 'White is a pure white color.']",../image-gen/SD-2.1-gcs/dog_30/61_a dog in Japan/165.png,imgs/73.png
30,a dog,146,A photo of a dog in Mexico,62,"What is the dog's posture (standing, sitting, lying down)?","['standing', 'sitting', 'lying down', 'None of the above']",gs://stabdiff21/dog_30/146_a dog in Mexico/249.png,30_62_146_249,['sitting'],"[""The dog's legs are bent and its body is close to the ground."", 'Its hind legs are tucked underneath it.']",../image-gen/SD-2.1-gcs/dog_30/146_a dog in Mexico/249.png,imgs/74.png
30,a dog,142,A photo of a dog in Spain,62,"What is the dog's posture (standing, sitting, lying down)?","['standing', 'sitting', 'lying down', 'None of the above']",gs://stabdiff3m/dog_30/142_a dog in Spain/131.png,30_62_142_131,['sitting'],"[""The dog's legs are bent and its body is close to the ground."", ""The dog's rear is resting on the ground.""]",../image-gen/SD3m-gcs/dog_30/142_a dog in Spain/131.png,imgs/75.png
30,a dog,58,A photo of a dog in Turkey,58,What is the dog's coat pattern?,"['bicolor', 'spotted', 'harlequin', 'tricolor', 'merle', 'sable', 'roan', 'ticked', 'dappled', 'solid', 'brindle', 'None of the above']",gs://fluxgen/dog_30/58_a dog in Turkey/135.png,30_58_58_135,['bicolor'],"[""The dog's coat has two main colors: light brown/tan and white."", ""The white is primarily on the dog's chest, muzzle, and inner ears."", ""The light brown/tan covers the majority of the dog's body.""]",../image-gen/flux1dev-gcs/dog_30/58_a dog in Turkey/135.png,imgs/76.png
30,a dog,149,A photo of a dog in China,59,Is the dog wearing a collar or harness?,"['yes', 'no', 'None of the above']",gs://stabdiff3m/dog_30/149_a dog in China/0.png,30_59_149_0,['yes'],"['The dog has a red fabric around its torso, which looks like a vest or harness.', 'The dog also has a thin, necklace-like object around its neck, which could be a collar.']",../image-gen/SD3m-gcs/dog_30/149_a dog in China/0.png,imgs/77.png
30,a dog,61,A photo of a dog in Japan,60,"What is the dog's apparent age - puppy, adult, or senior?","['puppy', 'adult', 'senior', 'None of the above']",gs://stabdiff21/dog_30/61_a dog in Japan/242.png,30_60_61_242,['adult'],"['The dog appears to be fully grown, based on its size and overall appearance.', 'Its coat is a uniform color and smooth, suggesting it is not a senior dog.', ""The dog's playful expression and posture also suggest it is not a senior.""]",../image-gen/SD-2.1-gcs/dog_30/61_a dog in Japan/242.png,imgs/78.png
30,a dog,144,A photo of a dog in Egypt,60,"What is the dog's apparent age - puppy, adult, or senior?","['puppy', 'adult', 'senior', 'None of the above']",gs://fluxgen/dog_30/144_a dog in Egypt/172.png,30_60_144_172,['adult'],"['The dog in the image appears to be fully grown, with adult features and proportions.', 'Its coat is smooth and well-maintained, and its eyes are clear and alert, suggesting it is not a senior dog.', ""The dog's overall appearance and posture indicate it is likely an adult.""]",../image-gen/flux1dev-gcs/dog_30/144_a dog in Egypt/172.png,imgs/79.png
6,a chair,10,A photo of a chair in Indonesia,12,How many legs does the chair appear to have?,"['0', '1', '2', '3', '4', '5', 'more than 5', 'None of the above']",gs://stabdiff21/chair_6/10_a chair in Indonesia/266.png,6_12_10_266,['4'],"['The chair has two front legs and two back legs.', '2 + 2 = 4']",../image-gen/SD-2.1-gcs/chair_6/10_a chair in Indonesia/266.png,imgs/87.png
6,a chair,81,A photo of a chair in Egypt,10,Does the chair have arms?,"['yes', 'no', 'None of the above']",gs://stabdiff21/chair_6/81_a chair in Egypt/15.png,6_10_81_15,['yes'],"['The image shows a chair with armrests on both sides.', 'Therefore, the chair has arms.']",../image-gen/SD-2.1-gcs/chair_6/81_a chair in Egypt/15.png,imgs/88.png
6,a chair,79,A photo of a chair in Spain,8,"What is the style of the chair (e.g., modern, antique, traditional, office)?","['office', 'antique', 'traditional', 'lounge', 'modern', 'accent', 'None of the above']",gs://stabdiff3m/chair_6/79_a chair in Spain/48.png,6_8_79_48,"['modern', 'accent', 'lounge']","[""The chair's design features clean lines and a minimalist aesthetic."", ""The chair's materials and construction suggest a contemporary style."", 'The chair appears to be designed for comfort and relaxation, with a cushioned seat and backrest.', ""The chair's overall appearance aligns with modern design principles.""]",../image-gen/SD3m-gcs/chair_6/79_a chair in Spain/48.png,imgs/89.png
6,a chair,81,A photo of a chair in Egypt,10,Does the chair have arms?,"['yes', 'no', 'None of the above']",gs://fluxgen/chair_6/81_a chair in Egypt/239.png,6_10_81_239,['yes'],"['The image shows a chair with two armrests, one on each side.']",../image-gen/flux1dev-gcs/chair_6/81_a chair in Egypt/239.png,imgs/90.png
6,a chair,12,A photo of a chair in Japan,7,"What material is the upholstery made from (e.g., fabric, leather, vinyl)?","['fabric', 'vinyl', 'leather', 'None of the above']",gs://fluxgen/chair_6/12_a chair in Japan/82.png,6_7_12_82,['fabric'],"['The upholstery appears to be a woven textile.', 'The texture and appearance suggest a fabric material.']",../image-gen/flux1dev-gcs/chair_6/12_a chair in Japan/82.png,imgs/91.png
6,a chair,83,A photo of a chair in Mexico,9,"What function does the chair appear to be designed for (e.g., dining, office work, lounging)?","['office work', 'reclining', 'rocking', 'gaming', 'dining', 'waiting room seating', 'lounging', 'None of the above']",gs://stabdiff21/chair_6/83_a chair in Mexico/58.png,6_9_83_58,['lounging'],"['The chair appears to be designed for casual seating, likely outdoors.', 'It has armrests and a simple, upright design.', 'It does not have features specific to dining, office work, gaming, or reclining.']",../image-gen/SD-2.1-gcs/chair_6/83_a chair in Mexico/58.png,imgs/92.png
6,a chair,8,A photo of a chair in Nigeria,11,Does the chair have a back?,"['yes', 'no', 'None of the above']",gs://stabdiff3m/chair_6/8_a chair in Nigeria/53.png,6_11_8_53,['yes'],"['The image shows a chair with a back support.', 'The back support is made of the same red material as the seat.']",../image-gen/SD3m-gcs/chair_6/8_a chair in Nigeria/53.png,imgs/93.png
6,a chair,81,A photo of a chair in Egypt,8,"What is the style of the chair (e.g., modern, antique, traditional, office)?","['office', 'antique', 'traditional', 'lounge', 'modern', 'accent', 'None of the above']",gs://stabdiff3m/chair_6/81_a chair in Egypt/19.png,6_8_81_19,['traditional'],"['The chair appears to be made of wicker or a similar material, suggesting a more traditional or possibly antique style.', 'Its design is simple and functional, not overly ornate or modern.', ""The chair's placement in front of what looks like an ancient ruin further suggests it's not a modern office chair.""]",../image-gen/SD3m-gcs/chair_6/81_a chair in Egypt/19.png,imgs/94.png
6,a chair,86,A photo of a chair in China,7,"What material is the upholstery made from (e.g., fabric, leather, vinyl)?","['fabric', 'vinyl', 'leather', 'None of the above']",gs://stabdiff3m/chair_6/86_a chair in China/65.png,6_7_86_65,['vinyl'],"['The upholstery has a smooth, slightly shiny surface, which is characteristic of vinyl.', ""The material appears to be taut and doesn't have the texture or wrinkles typically seen in leather or fabric.""]",../image-gen/SD3m-gcs/chair_6/86_a chair in China/65.png,imgs/95.png
6,a chair,84,A photo of a chair in United Arab Emirates,10,Does the chair have arms?,"['yes', 'no', 'None of the above']",gs://stabdiff21/chair_6/84_a chair in United Arab Emirates/162.png,6_10_84_162,['no'],"['The image shows a chair against a wall.', 'The chair has a back and four legs.', 'There are no protrusions on the sides of the chair to serve as armrests.']",../image-gen/SD-2.1-gcs/chair_6/84_a chair in United Arab Emirates/162.png,imgs/96.png
12,a stove,22,A photo of a stove in Nigeria,24,Is there a backsplash or hood visible above the stove?,"['yes', 'no', 'None of the above']",gs://stabdiff21/stove_12/22_a stove in Nigeria/105.png,12_24_22_105,['no'],['The image shows a stove with no backsplash or hood above it.'],../image-gen/SD-2.1-gcs/stove_12/22_a stove in Nigeria/105.png,imgs/97.png
12,a stove,27,A photo of a stove in India,20,"What type of stove is depicted (e.g., gas, electric, wood-burning)?","['Electric (electric stove, induction stove)', 'Gas (gas stove)', 'Wood-burning (wood-burning stove)', 'None of these']",gs://stabdiff21/stove_12/27_a stove in India/16.png,12_20_27_16,['wood-burning stove'],"['The image shows a small, enclosed stove with a visible flame inside.', 'There are no electrical connections or gas lines attached to the stove.', 'The presence of a flame suggests that the stove uses a combustible fuel source.', 'The simple design and the context (likely a rural or less developed setting) point towards a basic fuel source like wood.']",../image-gen/SD-2.1-gcs/stove_12/27_a stove in India/16.png,imgs/98.png
12,a stove,25,A photo of a stove in Colombia,23,Is there a built-in oven beneath the stovetop?,"['yes', 'no', 'None of the above']",gs://subgeodeanon_lim5/stove_12/25/749.png,12_23_25_749,['yes'],"['The image shows a stovetop with four burners and control knobs.', 'Below the stovetop, there is a separate compartment with a door, control knobs, and a handle.', 'This compartment is consistent with the appearance of a built-in oven.']",../regionised_subgeode_lim5/stove_12/25/749.png,imgs/99.png
12,a stove,24,A photo of a stove in Indonesia,25,"Are there any pots, pans, or utensils on the stove?","['yes', 'no', 'None of the above']",gs://stabdiff21/stove_12/24_a stove in Indonesia/164.png,12_25_24_164,['yes'],"['The image shows a stove with a pan on it.', 'The pan has two handles and appears to be made of metal.']",../image-gen/SD-2.1-gcs/stove_12/24_a stove in Indonesia/164.png,imgs/100.png
12,a stove,24,A photo of a stove in Indonesia,20,"What type of stove is depicted (e.g., gas, electric, wood-burning)?","['Electric (electric stove, induction stove)', 'Gas (gas stove)', 'Wood-burning (wood-burning stove)', 'None of these']",gs://stabdiff21/stove_12/24_a stove in Indonesia/221.png,12_20_24_221,['wood-burning stove'],"['The image shows flames inside metal and clay containers.', 'There are no electrical connections or gas lines visible.', 'The containers appear to be designed to hold burning material, suggesting a combustion-based cooking method.']",../image-gen/SD-2.1-gcs/stove_12/24_a stove in Indonesia/221.png,imgs/101.png
12,a stove,97,A photo of a stove in Spain,25,"Are there any pots, pans, or utensils on the stove?","['yes', 'no', 'None of the above']",gs://stabdiff3m/stove_12/97_a stove in Spain/179.png,12_25_97_179,['yes'],"['The image shows a stove with a pot on top of it.', 'The question asks if there are any pots, pans, or utensils on the stove.']",../image-gen/SD3m-gcs/stove_12/97_a stove in Spain/179.png,imgs/102.png
12,a stove,103,A photo of a stove in South Korea,21,"What is the material of the stovetop (e.g., stainless steel, ceramic, cast iron)?","['Metal (stainless steel, enameled steel, cast iron, copper)', 'Glass', 'Ceramic', 'None of these']",gs://fluxgen/stove_12/103_a stove in South Korea/34.png,12_21_103_34,"['enameled steel', 'cast iron']","['The stovetop has a slightly matte finish and dark gray color, which is common for cast iron or enameled steel.', 'The grates over the burners appear to be cast iron.', 'The overall style of the stove, including the knobs and handles, suggests a more traditional design, often associated with cast iron or enameled steel construction.']",../image-gen/flux1dev-gcs/stove_12/103_a stove in South Korea/34.png,imgs/103.png
12,a stove,97,A photo of a stove in Spain,20,"What type of stove is depicted (e.g., gas, electric, wood-burning)?","['Electric (electric stove, induction stove)', 'Gas (gas stove)', 'Wood-burning (wood-burning stove)', 'None of these']",gs://stabdiff3m/stove_12/97_a stove in Spain/136.png,12_20_97_136,['gas stove'],"['The stove has a gas cooktop with visible burners.', 'The stove also has knobs for controlling the gas flow to the burners.', 'The stove has an oven compartment below the cooktop, suggesting it is not solely a cooktop.', 'The stove does not have a glass-ceramic surface, so it is not an induction stove.', 'The stove does not have a firebox or wood storage area, so it is not a wood-burning stove.', 'The stove does not have electric heating elements, so it is not an electric stove.']",../image-gen/SD3m-gcs/stove_12/97_a stove in Spain/136.png,imgs/104.png
12,a stove,102,A photo of a stove in United Arab Emirates,20,"What type of stove is depicted (e.g., gas, electric, wood-burning)?","['Electric (electric stove, induction stove)', 'Gas (gas stove)', 'Wood-burning (wood-burning stove)', 'None of these']",gs://stabdiff21/stove_12/102_a stove in United Arab Emirates/165.png,12_20_102_165,['wood-burning stove'],"['The image shows a fire burning inside the stove, suggesting that it uses a combustible fuel source.', 'The presence of what appears to be wood burning inside the stove indicates that it is a wood-burning stove.']",../image-gen/SD-2.1-gcs/stove_12/102_a stove in United Arab Emirates/165.png,imgs/105.png
12,a stove,104,A photo of a stove in China,22,How many burners or cooking elements are visible on the stove?,"['0', '1', '2', '3', '4', '5', '6', 'None of the above']",gs://fluxgen/stove_12/104_a stove in China/42.png,12_22_104_42,['5'],"['The image shows a stove with a set of burners on top.', 'Upon closer inspection, there are 5 distinct burners arranged on the stovetop.']",../image-gen/flux1dev-gcs/stove_12/104_a stove in China/42.png,imgs/106.png
